NODENAME,MANAGEMENT_SYSTEM,IP1,NODELOCATION,LOCAL_INTERFACE,locaL_ADDRESS,Role1,NEIGHBOR_HOSTNAME,NEIGHBOR_INTERFACE,neighboR_ADDRESS,NEIGHBORLOCATION,Role2,Direction
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/1/4,10.39.24.218/30,BIG EDGE,BOLOKTOR-R01J-BH-EG,GE-0/1/6,10.39.24.217/30,BOLOKTOR...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,AE4,10.39.24.222/30,BIG EDGE,BOLOKTOR-R01J-BH-EG,AE0,10.39.24.221/30,BOLOKTOR...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-8/0/9,10.39.63.10/30,BIG EDGE,NEDEIBA-R01J-BH-EG,GE-0/0/0,10.39.63.9/30,NEDEIBA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-7/0/7,10.39.213.73/30,BIG EDGE,NEDEIBA-R01J-BH-EG,GE-0/1/2,10.39.213.74/30,NEDEIBA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-7/0/5,10.39.213.69/30,BIG EDGE,NEDEIBA-R01J-BH-EG,GE-0/1/0,10.39.213.70/30,NEDEIBA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/0/7,10.39.17.185/30,BIG EDGE,ABOSHQF-R01J-BH-EG,GE-0/1/1,10.39.17.186/30,ABOELSHOQAF...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-8/0/7,10.39.65.57/30,BIG EDGE,ABOSHQF-R01J-BH-EG,GE-0/0/0,10.39.65.58/30,ABOELSHOQAF...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/1/2,10.39.233.97/30,BIG EDGE,TEBA-R01J-BH-EG,GE-0/0/2,10.39.233.98/30,TEBA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/1/4,10.39.233.101/30,BIG EDGE,TEBA-R01J-BH-EG,GE-0/0/3,10.39.233.102/30,TEBA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-1/2/0,10.39.64.174/30,BIG EDGE,TEBA-R01J-BH-EG,GE-0/0/0,10.39.64.173/30,TEBA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/1/0,10.39.233.93/30,BIG EDGE,TEBA-R01J-BH-EG,GE-0/0/1,10.39.233.94/30,TEBA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/3/7,10.39.36.101/30,BIG EDGE,AZIMA-R01J-BH-EG,GE-0/0/8,10.39.36.102/30,AZIMA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/1/6,10.39.65.61/30,BIG EDGE,AZIMA-R01J-BH-EG,GE-0/0/0,10.39.65.62/30,AZIMA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-7/2/9,10.39.34.185/30,BIG EDGE,WEHDA-R01J-BH-EG,GE-0/0/0,10.39.34.186/30,WEHDA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-1/2/6,10.39.200.105/30,BIG EDGE,MAARAKA-R01J-BH-EG,GE-0/0/2,10.39.200.106/30,MAARAKAH...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/3/0,10.39.36.1/30,BIG EDGE,MAARAKA-R01J-BH-EG,GE-0/0/1,10.39.36.2/30,MAARAKAH...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/3/9,10.39.73.146/30,BIG EDGE,MAARAKA-R01J-BH-EG,GE-0/1/1,10.39.73.145/30,MAARAKAH...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/1/9,10.39.54.178/30,BIG EDGE,SNDRENA-R01J-BH-EG,GE-0/0/1,10.39.54.177/30,SANDRENA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/1/8,10.39.54.174/30,BIG EDGE,SNDRENA-R01J-BH-EG,GE-0/0/0,10.39.54.173/30,SANDRENA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/1/5,10.39.36.5/30,BIG EDGE,MAARAKA-R01J-BH-EG,GE-0/0/0,10.39.36.6/30,MAARAKAH...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/2/8,10.39.27.109/30,BIG EDGE,DSTASHR-R01J-BH-EG,GE-0/1/8,10.39.27.110/30,DESTELASHRAF...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/1/3,10.39.27.113/30,BIG EDGE,DSTASHR-R01J-BH-EG,GE-0/0/0,10.39.27.114/30,DESTELASHRAF...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-8/0/6,10.39.70.18/30,BIG EDGE,DSTASHR-R01J-BH-EG,GE-0/0/7,10.39.70.17/30,DESTELASHRAF...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-7/1/5,10.39.27.117/30,BIG EDGE,DSTASHR-R01J-BH-EG,GE-0/0/1,10.39.27.118/30,DESTELASHRAF...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/3/9,10.39.67.134/30,BIG EDGE,GWDHSN-R01J-BH-EG,GE-0/1/9,10.39.67.133/30,GAWADHOSNI...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/1/0,10.39.31.9/30,BIG EDGE,GWDHSN-R01J-BH-EG,GE-0/1/3,10.39.31.10/30,GAWADHOSNI...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-7/2/3,10.39.23.41/30,BIG EDGE,BETORES-R01J-BH-EG,GE-0/1/2,10.39.23.42/30,BETTORES...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-8/1/5,10.39.23.45/30,BIG EDGE,BETORES-R01J-BH-EG,GE-0/1/3,10.39.23.46/30,BETTORES...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-8/0/5,10.39.70.14/30,BIG EDGE,BETORES-R01J-BH-EG,GE-0/1/4,10.39.70.13/30,BETTORES...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/2/1,10.39.205.61/30,BIG EDGE,BSNTWAY-R01J-BH-EG,GE-0/1/3,10.39.205.62/30,BASANTWAY...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/1/3,10.39.25.105/30,BIG EDGE,BSNTWAY-R01J-BH-EG,GE-0/1/0,10.39.25.106/30,BASANTWAY...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/0/3,10.39.25.109/30,BIG EDGE,BSNTWAY-R01J-BH-EG,GE-0/0/9,10.39.25.110/30,BASANTWAY...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/2/0,10.39.205.57/30,BIG EDGE,BSNTWAY-R01J-BH-EG,GE-0/1/2,10.39.205.58/30,BASANTWAY...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-7/1/3,10.39.213.65/30,BIG EDGE,SALAM-R01J-BH-EG,GE-0/1/0,10.39.213.66/30,SALAM...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-8/3/4,10.39.63.198/30,BIG EDGE,SALAM-R01J-BH-EG,GE-0/0/0,10.39.63.197/30,SALAM...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/3/0,10.39.38.209/30,BIG EDGE,KEFAH-R01J-BH-EG,GE-0/0/0,10.39.38.210/30,KEFAH...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-7/1/4,10.39.61.158/30,BIG EDGE,MHMSHOT-R01J-BH-EG,GE-0/0/0,10.39.61.157/30,MAHMOUDSHALTOUT...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/1/5,10.39.18.233/30,BIG EDGE,AKHRASH-R01J-BH-EG,GE-0/1/9,10.39.18.234/30,ABOKHRASH...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-8/0/4,10.39.18.237/30,BIG EDGE,AKHRASH-R01J-BH-EG,GE-0/0/0,10.39.18.238/30,ABOKHRASH...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-8/1/9,10.39.205.13/30,BIG EDGE,ARMANIA-R01J-BH-EG,GE-0/1/0,10.39.205.14/30,ARMANIA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-7/3/9,10.39.20.17/30,BIG EDGE,ARMANIA-R01J-BH-EG,GE-0/1/8,10.39.20.18/30,ARMANIA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/2/0,10.39.56.146/30,BIG EDGE,TLMBTSK-R01J-BH-EG,GE-0/0/0,10.39.56.145/30,TOLOMBATBARSEEK...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/2/1,10.39.56.150/30,BIG EDGE,TLMBTSK-R01J-BH-EG,GE-0/1/0,10.39.56.149/30,TOLOMBATBARSEEK...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-1/2/3,10.39.200.81/30,BIG EDGE,AASHOUR-R01J-BH-EG,GE-0/0/1,10.39.200.82/30,AASHOUR...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-4/1/7,10.39.17.13/30,BIG EDGE,AASHOUR-R01J-BH-EG,GE-0/0/0,10.39.17.14/30,AASHOUR...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/2/3,10.39.200.85/30,BIG EDGE,AASHOUR-R01J-BH-EG,GE-0/0/2,10.39.200.86/30,AASHOUR...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-1/2/8,10.39.35.29/30,BIG EDGE,KMFARAG-R01J-BH-EG,GE-0/0/1,10.39.35.30/30,KOMELFARAG...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-1/3/8,10.39.35.33/30,BIG EDGE,KMFARAG-R01J-BH-EG,GE-0/0/0,10.39.35.34/30,KOMELFARAG...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/3/5,10.39.213.61/30,BIG EDGE,KMFARAG-R01J-BH-EG,GE-0/0/2,10.39.213.62/30,KOMELFARAG...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-8/2/8,10.39.54.90/30,BIG EDGE,SIDOQBA-R01J-BH-EG,GE-0/1/1,10.39.54.89/30,SIDIOQBA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-7/1/6,10.39.54.86/30,BIG EDGE,SIDOQBA-R01J-BH-EG,GE-0/0/0,10.39.54.85/30,SIDIOQBA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-7/2/0,10.39.200.97/30,BIG EDGE,SIDOQBA-R01J-BH-EG,GE-0/1/3,10.39.200.98/30,SIDIOQBA...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-2/0/9,10.39.31.5/30,BIG EDGE,GWDHSN-R01J-BH-EG,GE-0/1/2,10.39.31.6/30,GAWADHOSNI...BH,EDGE,Downlink
DMNHRE1-R31J-BH-EG,JUNIPER_MPLS,10.45.16.33,DAMANHUREAST1...BH,GE-1/2/4,10.39.200.137/30,BIG EDGE,BOLOKTOR-R01J-BH-EG,GE-0/0/1,10.39.200.138/30,BOLOKTOR...BH,EDGE,Downlink
RODFARAG-R30J-C-EG,JUNIPER_MPLS,10.45.19.26,RODELFARAG...C,XE-1/2/4,10.39.238.38/30,BIG EDGE,RODFARAG-R31J-C-EG,XE-1/1/1,10.39.238.37/30,RODELFARAG...C,BIG EDGE,Downlink
RODFARAG-R30J-C-EG,JUNIPER_MPLS,10.45.19.26,RODELFARAG...C,XE-1/2/5,10.39.238.42/30,BIG EDGE,RODFARAG-R31J-C-EG,XE-1/1/2,10.39.238.41/30,RODELFARAG...C,BIG EDGE,Downlink
RODFARAG-R30J-C-EG,JUNIPER_MPLS,10.45.19.26,RODELFARAG...C,XE-1/2/3,10.39.238.34/30,BIG EDGE,RODFARAG-R31J-C-EG,XE-1/1/0,10.39.238.33/30,RODELFARAG...C,BIG EDGE,Downlink
RODFARAG-R30J-C-EG,JUNIPER_MPLS,10.45.19.26,RODELFARAG...C,AE2,10.29.41.125/30,BIG EDGE,RODFARAG-R02J-C-EG,AE2,10.29.41.126/30,RODELFARAG...C,EDGE,Downlink
RODFARAG-R30J-C-EG,JUNIPER_MPLS,10.45.19.26,RODELFARAG...C,AE4,10.29.41.133/30,BIG EDGE,RODFARAG-R04J-C-EG,AE4,10.29.41.134/30,RODELFARAG...C,EDGE,Downlink
RODFARAG-R30J-C-EG,JUNIPER_MPLS,10.45.19.26,RODELFARAG...C,AE1,10.29.41.129/30,BIG EDGE,RODFARAG-R01J-C-EG,AE1,10.29.41.130/30,RODELFARAG...C,EDGE,Downlink
RODFARAG-R30J-C-EG,JUNIPER_MPLS,10.45.19.26,RODELFARAG...C,XE-1/2/7,10.39.238.50/30,BIG EDGE,RODFARAG-R31J-C-EG,XE-1/1/4,10.39.238.49/30,RODELFARAG...C,BIG EDGE,Downlink
RODFARAG-R30J-C-EG,JUNIPER_MPLS,10.45.19.26,RODELFARAG...C,AE3,10.29.41.121/30,BIG EDGE,RODFARAG-R03J-C-EG,AE3,10.29.41.122/30,RODELFARAG...C,EDGE,Downlink
RODFARAG-R30J-C-EG,JUNIPER_MPLS,10.45.19.26,RODELFARAG...C,XE-1/2/6,10.39.238.46/30,BIG EDGE,RODFARAG-R31J-C-EG,XE-1/1/3,10.39.238.45/30,RODELFARAG...C,BIG EDGE,Downlink
MIAM_1-R31J-ALX-EG,JUNIPER_MPLS,10.45.21.175,MIAMI_1...ALX,AE10,10.39.47.57/30,BIG EDGE,MIAM_1-R01J-ALX-EG,AE10,10.39.47.58/30,MIAMI_1...ALX,EDGE,Downlink
MIAM_1-R31J-ALX-EG,JUNIPER_MPLS,10.45.21.175,MIAMI_1...ALX,AE45,10.29.48.17/30,BIG EDGE,MIAM_1-R08J-ALX-EG,AE45,10.29.48.18/30,MIAMI_1...ALX,EDGE,Downlink
MIAM_1-R31J-ALX-EG,JUNIPER_MPLS,10.45.21.175,MIAMI_1...ALX,AE16,10.39.47.65/30,BIG EDGE,MIAM_1-R05J-ALX-EG,AE16,10.39.47.66/30,MIAMI_1...ALX,EDGE,Downlink
MIAM_1-R31J-ALX-EG,JUNIPER_MPLS,10.45.21.175,MIAMI_1...ALX,AE6,10.39.219.81/30,BIG EDGE,MIAM_1-R30J-ALX-EG,AE6,10.39.219.82/30,MIAMI_1...ALX,BIG EDGE,Downlink
MIAM_1-R31J-ALX-EG,JUNIPER_MPLS,10.45.21.175,MIAMI_1...ALX,AE41,10.29.48.1/30,BIG EDGE,MIAM_1-R06J-ALX-EG,AE41,10.29.48.2/30,MIAMI_1...ALX,EDGE,Downlink
MIAM_1-R31J-ALX-EG,JUNIPER_MPLS,10.45.21.175,MIAMI_1...ALX,AE9,10.39.219.110/30,BIG EDGE,MIAM_1-R20J-ALX-EG,AE9,10.39.219.109/30,MIAMI_1...ALX,EDGE,Downlink
KWMLBH-R01J-SHG-EG,JUNIPER_MPLS,10.45.0.176,KAWAMELBAHRY...SHG,XE-2/0/2,10.39.232.58/30,EDGE,KWMLBH-R02J-SHG-EG,XE-2/0/2,10.39.232.57/30,KAWAMELBAHRY...SHG,EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,XE-11/0/18,10.29.119.94/30,DISTRIBUTION ROUTERS,6OCT2-R16J-GZ-EG,XE-2/0/1,10.29.119.93/30,6OCTOBER2...GZ,EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,ET-14/1/1,10.29.119.197/30,DISTRIBUTION ROUTERS,6OCT2-R31J-GZ-EG,ET-4/1/1,10.29.119.198/30,6OCTOBER2...GZ,BIG EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,ET-14/1/0,10.29.119.193/30,DISTRIBUTION ROUTERS,6OCT2-R31J-GZ-EG,ET-4/1/0,10.29.119.194/30,6OCTOBER2...GZ,BIG EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,XE-11/0/10,10.29.119.62/30,DISTRIBUTION ROUTERS,6OCT2-R12J-GZ-EG,XE-2/0/3,10.29.119.61/30,6OCTOBER2...GZ,EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,ET-17/0/0,10.29.119.142/30,DISTRIBUTION ROUTERS,6OCT2-R34J-GZ-EG,ET-16/0/1,10.29.119.141/30,6OCTOBER2...GZ,MOBILE ROUTERS,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,XE-11/0/2,10.29.119.30/30,DISTRIBUTION ROUTERS,6OCT2-R08J-GZ-EG,XE-2/0/0,10.29.119.29/30,6OCTOBER2...GZ,EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,XE-11/0/12,10.29.119.70/30,DISTRIBUTION ROUTERS,6OCT2-R13J-GZ-EG,XE-2/0/1,10.29.119.69/30,6OCTOBER2...GZ,EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,ET-14/2/1,10.29.119.205/30,DISTRIBUTION ROUTERS,6OCT2-R32J-GZ-EG,ET-4/1/1,10.29.119.206/30,6OCTOBER2...GZ,BIG EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,ET-14/2/0,10.29.119.201/30,DISTRIBUTION ROUTERS,6OCT2-R32J-GZ-EG,ET-4/1/0,10.29.119.202/30,6OCTOBER2...GZ,BIG EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,XE-11/1/17,10.29.119.106/30,DISTRIBUTION ROUTERS,6OCT2-R18J-GZ-EG,XE-2/0/2,10.29.119.105/30,6OCTOBER2...GZ,EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,XE-11/1/3,10.29.119.110/30,DISTRIBUTION ROUTERS,6OCT2-R18J-GZ-EG,XE-2/0/3,10.29.119.109/30,6OCTOBER2...GZ,EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,XE-11/0/14,10.29.119.78/30,DISTRIBUTION ROUTERS,6OCT2-R14J-GZ-EG,XE-2/0/1,10.29.119.77/30,6OCTOBER2...GZ,EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,XE-11/0/16,10.29.119.86/30,DISTRIBUTION ROUTERS,6OCT2-R15J-GZ-EG,XE-2/0/1,10.29.119.85/30,6OCTOBER2...GZ,EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,ET-14/0/0,10.29.119.138/30,DISTRIBUTION ROUTERS,6OCT2-R33J-GZ-EG,ET-8/1/0,10.29.119.137/30,6OCTOBER2...GZ,MOBILE ROUTERS,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,XE-11/1/16,10.29.119.14/30,DISTRIBUTION ROUTERS,6OCT2-R07J-GZ-EG,XE-2/0/2,10.29.119.13/30,6OCTOBER2...GZ,EDGE,Downlink
6OCT2-R41J-GZ-EG,JUNIPER_MPLS,10.45.10.101,6OCTOBER2...GZ,XE-11/0/0,10.29.119.18/30,DISTRIBUTION ROUTERS,6OCT2-R07J-GZ-EG,XE-2/0/1,10.29.119.17/30,6OCTOBER2...GZ,EDGE,Downlink
10RAM2-R02J-SHR-EG,JUNIPER_MPLS,10.45.1.10,10RAMADAN2...SHR,XE-2/0/2,10.39.206.205/30,EDGE,10RAM2-R04J-SHR-EG,XE-2/0/0,10.39.206.206/30,10RAMADAN2...SHR,EDGE,Downlink
10RAM2-R02J-SHR-EG,JUNIPER_MPLS,10.45.1.10,10RAMADAN2...SHR,XE-2/0/1,10.39.206.253/30,EDGE,10RAM2-R03J-SHR-EG,XE-2/0/0,10.39.206.254/30,10RAMADAN2...SHR,EDGE,Downlink
KHARGA-R02J-WAD-EG,JUNIPER_MPLS,10.45.2.163,KHARGA...WAD,GE-1/0/8,10.39.63.90/30,EDGE,QASRZAYA-R01J-WAD-EG,GE-0/0/0,10.39.63.89/30,QASRZAYAN...WAD,EDGE,Downlink
KHARGA-R02J-WAD-EG,JUNIPER_MPLS,10.45.2.163,KHARGA...WAD,GE-1/0/7,10.39.51.86/30,EDGE,PORTSAID-R01J-WAD-EG,GE-0/0/0,10.39.51.85/30,PORTSAID...WAD,EDGE,Downlink
KHARGA-R02J-WAD-EG,JUNIPER_MPLS,10.45.2.163,KHARGA...WAD,GE-0/2/7,10.39.62.134/30,EDGE,MAXQEBLY-R01J-WAD-EG,GE-0/0/0,10.39.62.133/30,MAXQEBLY...WAD,EDGE,Downlink
KHARGA-R02J-WAD-EG,JUNIPER_MPLS,10.45.2.163,KHARGA...WAD,GE-1/0/3,10.39.24.194/30,EDGE,BOLAQ-R01J-WAD-EG,GE-0/0/7,10.39.24.193/30,BOLAQ...WAD,EDGE,Downlink
KHARGA-R02J-WAD-EG,JUNIPER_MPLS,10.45.2.163,KHARGA...WAD,GE-0/2/0,10.39.24.198/30,EDGE,BOLAQ-R01J-WAD-EG,GE-0/1/8,10.39.24.197/30,BOLAQ...WAD,EDGE,Downlink
SHZAYD2-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.41,SHEIKHZAYED2...GZ,AE16,10.29.43.37/30,BIG EDGE,SHZAYD2-R04J-GZ-EG,AE16,10.29.43.38/30,SHEIKHZAYED2...GZ,EDGE,Downlink
SHZAYD2-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.41,SHEIKHZAYED2...GZ,AE18,10.29.43.41/30,BIG EDGE,SHZAYD2-R07J-GZ-EG,AE18,10.29.43.42/30,SHEIKHZAYED2...GZ,EDGE,Downlink
SHZAYD2-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.41,SHEIKHZAYED2...GZ,AE52,10.29.50.205/30,BIG EDGE,SHZAYD2-R05H-GZ-EG,ETH-TRUNK52,10.29.50.206/30,SHEIKHZAYED2...GZ,BIG EDGE,Downlink
SHZAYD2-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.41,SHEIKHZAYED2...GZ,AE10,10.29.43.33/30,BIG EDGE,SHZAYD2-R03J-GZ-EG,AE10,10.29.43.34/30,SHEIKHZAYED2...GZ,EDGE,Downlink
SHZAYD2-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.41,SHEIKHZAYED2...GZ,AE12,10.29.43.29/30,BIG EDGE,SHZAYD2-R02J-GZ-EG,AE12,10.29.43.30/30,SHEIKHZAYED2...GZ,EDGE,Downlink
SHZAYD2-R30J-GZ-EG,JUNIPER_MPLS,10.45.19.41,SHEIKHZAYED2...GZ,AE14,10.29.43.45/30,BIG EDGE,SHZAYD2-R06J-GZ-EG,AE14,10.29.43.46/30,SHEIKHZAYED2...GZ,EDGE,Downlink
FAWALA-R30J-C-EG,JUNIPER_MPLS,10.45.19.14,FAWALA...C,AE1,10.29.16.86/30,BIG EDGE,FAWALA-R07J-C-EG,AE1,10.29.16.85/30,FAWALA...C,EDGE,Downlink
FAWALA-R30J-C-EG,JUNIPER_MPLS,10.45.19.14,FAWALA...C,AE10,10.29.16.94/30,BIG EDGE,FAWALA-R06J-C-EG,AE10,10.29.16.93/30,FAWALA...C,EDGE,Downlink
FAWALA-R30J-C-EG,JUNIPER_MPLS,10.45.19.14,FAWALA...C,AE15,10.29.16.102/30,BIG EDGE,FAWALA-R05J-C-EG,AE15,10.29.16.101/30,FAWALA...C,EDGE,Downlink
