NODENAME,MANAGEMENT_SYSTEM,IP1,NODELOCATION,LOCAL_INTERFACE,locaL_ADDRESS,Role1,NEIGHBOR_HOSTNAME,NEIGHBOR_INTERFACE,neighboR_ADDRESS,NEIGHBORLOCATION,Role2,Direction
HRGHDAD-R30J-BA-EG,JUNIPER_MPLS,10.45.10.169,HURGHADAELDAHAR...BA,AE1,10.29.123.81/30,BIG EDGE,HRGHDAD-R06J-BA-EG,AE0,10.29.123.82/30,HURGHADAELDAHAR...BA,EDGE,Downlink
HRGHDAD-R30J-BA-EG,JUNIPER_MPLS,10.45.10.169,HURGHADAELDAHAR...BA,AE15,10.29.20.226/30,BIG EDGE,HRGHDAD-R03J-BA-EG,AE15,10.29.20.225/30,HURGHADAELDAHAR...BA,EDGE,Downlink
HRGHDAD-R30J-BA-EG,JUNIPER_MPLS,10.45.10.169,HURGHADAELDAHAR...BA,AE10,10.29.20.210/30,BIG EDGE,HRGHDAD-R05J-BA-EG,AE10,10.29.20.209/30,HURGHADAELDAHAR...BA,EDGE,Downlink
HRGHDAD-R30J-BA-EG,JUNIPER_MPLS,10.45.10.169,HURGHADAELDAHAR...BA,ET-7/0/1,10.39.220.121/30,BIG EDGE,HRGHDAD-R31J-BA-EG,ET-7/0/1,10.39.220.122/30,HURGHADAELDAHAR...BA,BIG EDGE,Downlink
HRGHDAD-R30J-BA-EG,JUNIPER_MPLS,10.45.10.169,HURGHADAELDAHAR...BA,AE2,10.29.123.86/30,BIG EDGE,HRGHDAD-R07J-BA-EG,AE0,10.29.123.85/30,HURGHADAELDAHAR...BA,EDGE,Downlink
HRGHDAD-R30J-BA-EG,JUNIPER_MPLS,10.45.10.169,HURGHADAELDAHAR...BA,AE25,10.29.20.234/30,BIG EDGE,HRGHDAD-R08J-BA-EG,AE25,10.29.20.233/30,HURGHADAELDAHAR...BA,EDGE,Downlink
HRGHDAD-R30J-BA-EG,JUNIPER_MPLS,10.45.10.169,HURGHADAELDAHAR...BA,AE20,10.29.20.218/30,BIG EDGE,HRGHDAD-R04J-BA-EG,AE20,10.29.20.217/30,HURGHADAELDAHAR...BA,EDGE,Downlink
HRGHDAD-R30J-BA-EG,JUNIPER_MPLS,10.45.10.169,HURGHADAELDAHAR...BA,AE5,10.29.20.202/30,BIG EDGE,HRGHDAD-R02J-BA-EG,AE5,10.29.20.201/30,HURGHADAELDAHAR...BA,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/0/4,10.39.30.237/30,DISTRIBUTION & VAS ROUTERS,GRBHOB-R01J-WAD-EG,GE-0/0/8,10.39.30.238/30,GHARBELMAOHOOB...WAD,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/1/4,10.39.68.162/30,DISTRIBUTION & VAS ROUTERS,GRBHOB-R01J-WAD-EG,GE-0/1/8,10.39.68.161/30,GHARBELMAOHOOB...WAD,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/0/3,10.39.30.233/30,DISTRIBUTION & VAS ROUTERS,GRBHOB-R01J-WAD-EG,GE-0/0/6,10.39.30.234/30,GHARBELMAOHOOB...WAD,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/2/6,10.39.30.229/30,DISTRIBUTION & VAS ROUTERS,GRBHOB-R01J-WAD-EG,GE-0/0/0,10.39.30.230/30,GHARBELMAOHOOB...WAD,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-4/1/18,10.39.51.182/30,DISTRIBUTION & VAS ROUTERS,SADAFA-R01J-AST-EG,XE-2/0/1,10.39.51.181/30,SADAFA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/1/3,10.39.63.178/30,DISTRIBUTION & VAS ROUTERS,SADAFA-R01J-AST-EG,XE-2/0/0,10.39.63.177/30,SADAFA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/2/1,10.39.64.154/30,DISTRIBUTION & VAS ROUTERS,TASAST-R01J-AST-EG,GE-0/0/0,10.39.64.153/30,TASA-ASUIT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/1/0,10.39.67.10/30,DISTRIBUTION & VAS ROUTERS,ADR-R01J-AST-EG,GE-0/1/1,10.39.67.9/30,ADR...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/1/1,10.39.18.1/30,DISTRIBUTION & VAS ROUTERS,ADR-R01J-AST-EG,GE-0/0/0,10.39.18.2/30,ADR...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/1/0,10.39.17.253/30,DISTRIBUTION & VAS ROUTERS,ADR-R01J-AST-EG,GE-0/0/7,10.39.17.254/30,ADR...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/0/2,10.39.41.253/30,DISTRIBUTION & VAS ROUTERS,NAGKHDR-R01J-AST-EG,GE-0/1/8,10.39.41.254/30,NAGAAKHEDR...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/3/2,10.39.41.249/30,DISTRIBUTION & VAS ROUTERS,NAGKHDR-R01J-AST-EG,GE-0/0/0,10.39.41.250/30,NAGAAKHEDR...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-4/1/12,10.39.64.234/30,DISTRIBUTION & VAS ROUTERS,WSTY-R01J-AST-EG,XE-2/0/0,10.39.64.233/30,WASTY...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/1/10,10.39.38.189/30,DISTRIBUTION & VAS ROUTERS,ASYTGD-R01J-AST-EG,XE-2/0/2,10.39.38.190/30,ASYUTELGEDIDA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/0/0,10.39.19.209/30,DISTRIBUTION & VAS ROUTERS,ARBMTR-R01J-AST-EG,GE-0/0/6,10.39.19.210/30,ARABMATEER...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/1/1,10.39.67.30/30,DISTRIBUTION & VAS ROUTERS,ARBMTR-R01J-AST-EG,GE-0/1/1,10.39.67.29/30,ARABMATEER...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/1/7,10.39.19.205/30,DISTRIBUTION & VAS ROUTERS,ARBMTR-R01J-AST-EG,GE-0/0/0,10.39.19.206/30,ARABMATEER...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/0/3,10.39.20.254/30,DISTRIBUTION & VAS ROUTERS,ATEIG-R02J-AST-EG,XE-2/0/1,10.39.20.253/30,ABOTEIG...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-4/1/16,10.39.21.2/30,DISTRIBUTION & VAS ROUTERS,ATEIG-R02J-AST-EG,XE-2/0/0,10.39.21.1/30,ABOTEIG...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-4/1/17,10.39.26.17/30,DISTRIBUTION & VAS ROUTERS,DAIRUT-R04H-AST-EG,GE0/1/0,10.39.26.18/30,DAIROUTT...AST,BIG EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/0/0,10.39.26.9/30,DISTRIBUTION & VAS ROUTERS,DAIRUT-R04H-AST-EG,GE0/2/0,10.39.26.10/30,DAIROUTT...AST,BIG EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/0/9,10.39.26.13/30,DISTRIBUTION & VAS ROUTERS,DAIRUT-R04H-AST-EG,GE0/2/1,10.39.26.14/30,DAIROUTT...AST,BIG EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/0/8,10.39.224.153/30,DISTRIBUTION & VAS ROUTERS,DAIRUT-R04H-AST-EG,GE0/2/2,10.39.224.154/30,DAIROUTT...AST,BIG EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/0/7,10.39.234.49/30,DISTRIBUTION & VAS ROUTERS,DSHLUT-R01J-AST-EG,GE-0/1/8,10.39.234.50/30,DASHLOUTT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/2/1,10.39.27.105/30,DISTRIBUTION & VAS ROUTERS,DSHLUT-R01J-AST-EG,GE-0/1/1,10.39.27.106/30,DASHLOUTT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/1/1,10.39.27.97/30,DISTRIBUTION & VAS ROUTERS,DSHLUT-R01J-AST-EG,GE-0/0/8,10.39.27.98/30,DASHLOUTT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/3/5,10.39.27.101/30,DISTRIBUTION & VAS ROUTERS,DSHLUT-R01J-AST-EG,GE-0/0/9,10.39.27.102/30,DASHLOUTT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/0/2,10.39.28.245/30,DISTRIBUTION & VAS ROUTERS,FATHST-R01J-AST-EG,XE-2/0/1,10.39.28.246/30,FATH-ASUIT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-4/1/14,10.39.28.249/30,DISTRIBUTION & VAS ROUTERS,FATHST-R01J-AST-EG,XE-2/0/0,10.39.28.250/30,FATH-ASUIT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/1/5,10.39.42.186/30,DISTRIBUTION & VAS ROUTERS,NGMOMD-R01J-AST-EG,GE-0/0/0,10.39.42.185/30,NAGAMOATAMD...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/0/1,10.39.42.190/30,DISTRIBUTION & VAS ROUTERS,NGMOMD-R01J-AST-EG,GE-0/1/8,10.39.42.189/30,NAGAMOATAMD...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/0/8,10.39.200.37/30,DISTRIBUTION & VAS ROUTERS,NGMOMD-R01J-AST-EG,GE-0/1/6,10.39.200.38/30,NAGAMOATAMD...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/0/6,10.39.24.174/30,DISTRIBUTION & VAS ROUTERS,BNZEID-R01J-AST-EG,GE-0/0/0,10.39.24.173/30,BANYZAIED...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/0/4,10.39.24.182/30,DISTRIBUTION & VAS ROUTERS,BNZEID-R01J-AST-EG,GE-0/0/7,10.39.24.181/30,BANYZAIED...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/0/2,10.39.234.37/30,DISTRIBUTION & VAS ROUTERS,BNZEID-R01J-AST-EG,GE-0/1/0,10.39.234.38/30,BANYZAIED...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/1/4,10.39.67.222/30,DISTRIBUTION & VAS ROUTERS,NWAWRA-R01J-AST-EG,GE-0/1/4,10.39.67.221/30,NAWAWRA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/0/0,10.39.42.242/30,DISTRIBUTION & VAS ROUTERS,NWAWRA-R01J-AST-EG,GE-0/1/8,10.39.42.241/30,NAWAWRA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/2/4,10.39.42.238/30,DISTRIBUTION & VAS ROUTERS,NWAWRA-R01J-AST-EG,GE-0/0/0,10.39.42.237/30,NAWAWRA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/1/4,10.39.24.178/30,DISTRIBUTION & VAS ROUTERS,BNZEID-R01J-AST-EG,GE-0/0/3,10.39.24.177/30,BANYZAIED...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/0/7,10.39.61.65/30,DISTRIBUTION & VAS ROUTERS,FRFRAH-R20J-WAD-EG,XE-1/0/2,10.39.61.66/30,FARAFRAH...WAD,,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/3/2,10.39.24.29/30,DISTRIBUTION & VAS ROUTERS,BNIDYT-R01J-AST-EG,GE-0/0/2,10.39.24.30/30,BENIODAYAT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/1/3,10.39.24.37/30,DISTRIBUTION & VAS ROUTERS,BNIDYT-R01J-AST-EG,GE-0/0/8,10.39.24.38/30,BENIODAYAT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/0/5,10.39.70.6/30,DISTRIBUTION & VAS ROUTERS,BNIDYT-R01J-AST-EG,GE-0/1/0,10.39.70.5/30,BENIODAYAT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/0/1,10.39.24.33/30,DISTRIBUTION & VAS ROUTERS,BNIDYT-R01J-AST-EG,GE-0/0/3,10.39.24.34/30,BENIODAYAT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/3/4,10.39.37.165/30,DISTRIBUTION & VAS ROUTERS,MATMAR-R01J-AST-EG,GE-0/1/8,10.39.37.166/30,MATMAR...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/2/2,10.39.37.161/30,DISTRIBUTION & VAS ROUTERS,MATMAR-R01J-AST-EG,GE-0/0/0,10.39.37.162/30,MATMAR...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/0/8,10.39.234.65/30,DISTRIBUTION & VAS ROUTERS,MATMAR-R01J-AST-EG,GE-0/0/2,10.39.234.66/30,MATMAR...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/1/7,10.39.36.109/30,DISTRIBUTION & VAS ROUTERS,ASSUTSV-R02J-AST-EG,GE-0/0/0,10.39.36.110/30,ASSUITSV...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/1/8,10.39.234.69/30,DISTRIBUTION & VAS ROUTERS,TATLIA-R01J-AST-EG,GE-0/0/5,10.39.234.70/30,TATALIA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/2/9,10.39.55.213/30,DISTRIBUTION & VAS ROUTERS,TATLIA-R01J-AST-EG,GE-0/0/0,10.39.55.214/30,TATALIA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/1/9,10.39.55.217/30,DISTRIBUTION & VAS ROUTERS,TATLIA-R01J-AST-EG,GE-0/1/9,10.39.55.218/30,TATALIA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/1/6,10.39.66.82/30,DISTRIBUTION & VAS ROUTERS,TENEDA-R01J-WAD-EG,GE-0/0/0,10.39.66.81/30,TENEDA...WAD,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/0/16,10.39.205.37/30,DISTRIBUTION & VAS ROUTERS,BAKOUR-R01J-AST-EG,XE-2/0/0,10.39.205.38/30,BAKOUR...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/2/8,10.39.32.81/30,DISTRIBUTION & VAS ROUTERS,HUTAH-R01J-AST-EG,GE-0/1/8,10.39.32.82/30,HUTAH...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/2/0,10.39.32.77/30,DISTRIBUTION & VAS ROUTERS,HUTAH-R01J-AST-EG,GE-0/0/0,10.39.32.78/30,HUTAH...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/2/7,10.39.62.121/30,DISTRIBUTION & VAS ROUTERS,MANAGEM-R01J-GZ-EG,GE-0/0/0,10.39.62.122/30,MANAGEM...GZ,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/1/3,10.39.65.42/30,DISTRIBUTION & VAS ROUTERS,KOMBHA-R01J-AST-EG,GE-0/1/4,10.39.65.41/30,KOMBOHA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/3/3,10.39.65.46/30,DISTRIBUTION & VAS ROUTERS,KOMBHA-R01J-AST-EG,GE-0/0/0,10.39.65.45/30,KOMBOHA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,ET-2/0/3,10.29.124.46/30,DISTRIBUTION & VAS ROUTERS,ASYUTW-R31J-AST-EG,ET-3/1/0,10.29.124.45/30,ASYUTWEST...AST,BIG EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/3/0,10.39.35.213/30,DISTRIBUTION & VAS ROUTERS,MAABDH-R01J-AST-EG,GE-0/1/8,10.39.35.214/30,MAABDAH...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/1/0,10.39.234.61/30,DISTRIBUTION & VAS ROUTERS,MAABDH-R01J-AST-EG,GE-0/0/1,10.39.234.62/30,MAABDAH...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/1/9,10.39.35.206/30,DISTRIBUTION & VAS ROUTERS,MAABDH-R01J-AST-EG,GE-0/0/0,10.39.35.205/30,MAABDAH...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/3/9,10.39.35.210/30,DISTRIBUTION & VAS ROUTERS,MAABDH-R01J-AST-EG,GE-0/1/9,10.39.35.209/30,MAABDAH...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/3/7,10.39.22.86/30,DISTRIBUTION & VAS ROUTERS,BAWEET-R01J-AST-EG,GE-0/1/1,10.39.22.85/30,BAWEET...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/0/4,10.39.22.82/30,DISTRIBUTION & VAS ROUTERS,BAWEET-R01J-AST-EG,GE-0/0/5,10.39.22.81/30,BAWEET...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/0/1,10.39.39.93/30,DISTRIBUTION & VAS ROUTERS,MNFLUT-R02J-AST-EG,XE-2/0/1,10.39.39.94/30,MANFLOUTT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-4/1/15,10.39.39.97/30,DISTRIBUTION & VAS ROUTERS,MNFLUT-R02J-AST-EG,XE-2/0/0,10.39.39.98/30,MANFLOUTT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/3/1,10.39.42.194/30,DISTRIBUTION & VAS ROUTERS,NKHELA-R01J-AST-EG,GE-0/0/0,10.39.42.193/30,NAKHELA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/1/2,10.39.67.210/30,DISTRIBUTION & VAS ROUTERS,NKHELA-R01J-AST-EG,GE-0/1/4,10.39.67.209/30,NAKHELA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/0/6,10.39.42.198/30,DISTRIBUTION & VAS ROUTERS,NKHELA-R01J-AST-EG,GE-0/1/9,10.39.42.197/30,NAKHELA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/2/3,10.39.19.86/30,DISTRIBUTION & VAS ROUTERS,AMSHLAST-R01J-AST-EG,GE-0/0/0,10.39.19.85/30,AMSHOLASYUT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/0/5,10.39.19.90/30,DISTRIBUTION & VAS ROUTERS,AMSHLAST-R01J-AST-EG,GE-0/0/7,10.39.19.89/30,AMSHOLASYUT...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/1/6,10.39.67.130/30,DISTRIBUTION & VAS ROUTERS,GRSRHN-R01J-AST-EG,GE-0/1/4,10.39.67.129/30,GARFSARHAN...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/2/7,10.39.30.249/30,DISTRIBUTION & VAS ROUTERS,GRSRHN-R01J-AST-EG,GE-0/1/8,10.39.30.250/30,GARFSARHAN...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/3/3,10.39.30.253/30,DISTRIBUTION & VAS ROUTERS,GRSRHN-R01J-AST-EG,GE-0/0/0,10.39.30.254/30,GARFSARHAN...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/0/2,10.39.234.41/30,DISTRIBUTION & VAS ROUTERS,BAWEET-R01J-AST-EG,GE-0/0/2,10.39.234.42/30,BAWEET...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-19/1/6,10.39.22.90/30,DISTRIBUTION & VAS ROUTERS,BAWEET-R01J-AST-EG,GE-0/0/9,10.39.22.89/30,BAWEET...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/0/6,10.39.230.93/30,DISTRIBUTION & VAS ROUTERS,MIRQB-R01J-AST-EG,XE-2/0/1,10.39.230.94/30,MIRQEBLY...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/1/12,10.39.61.174/30,DISTRIBUTION & VAS ROUTERS,MIRQB-R01J-AST-EG,XE-2/0/0,10.39.61.173/30,MIRQEBLY...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/0/8,10.39.27.89/30,DISTRIBUTION & VAS ROUTERS,DOWENA-R01J-AST-EG,GE-0/0/0,10.39.27.90/30,DOWENA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/0/7,10.39.27.93/30,DISTRIBUTION & VAS ROUTERS,DOWENA-R01J-AST-EG,GE-0/1/5,10.39.27.94/30,DOWENA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/2/8,10.39.200.29/30,DISTRIBUTION & VAS ROUTERS,DOWENA-R01J-AST-EG,GE-0/1/6,10.39.200.30/30,DOWENA...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-4/1/13,10.39.26.25/30,DISTRIBUTION & VAS ROUTERS,DAKHLA-R07H-WAD-EG,GE0/1/1,10.39.26.26/30,DAKHLA...WAD,BIG EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-4/0/7,10.39.26.21/30,DISTRIBUTION & VAS ROUTERS,DAKHLA-R07H-WAD-EG,GE0/1/0,10.39.26.22/30,DAKHLA...WAD,BIG EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/1/13,10.39.26.29/30,DISTRIBUTION & VAS ROUTERS,DAKHLA-R07H-WAD-EG,GE0/2/0,10.39.26.30/30,DAKHLA...WAD,BIG EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,XE-13/0/10,10.39.69.82/30,DISTRIBUTION & VAS ROUTERS,DAKHLA-R07H-WAD-EG,GE0/2/1,10.39.69.81/30,DAKHLA...WAD,BIG EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-9/0/6,10.39.234.33/30,DISTRIBUTION & VAS ROUTERS,ABNBZO-R01J-AST-EG,GE-0/0/3,10.39.234.34/30,ABNOUBINDUSTRIALZONE...AST,EDGE,Downlink
ASYUTW-R41J-AST-EG,JUNIPER_MPLS,10.45.10.102,ASYUTWEST...AST,GE-18/1/8,10.39.17.93/30,DISTRIBUTION & VAS ROUTERS,ABNBZO-R01J-AST-EG,GE-0/0/0,10.39.17.94/30,ABNOUBINDUSTRIALZONE...AST,EDGE,Downlink
